id,count
0,45.438867335867826
1,47.54482525733729
2,46.25173317647919
3,47.53302440610039
4,42.18229850073973
5,41.18624453717682
6,40.06689499445757
7,42.02017571014708
8,42.03351178853981
9,41.61876723611252
10,41.788851480321426
11,39.139885305145725
12,34.31082884289583
13,31.908299044684487
14,72.78538852616059
15,79.19016576488113
16,74.7438394444169
17,76.89378222257078
18,70.31001860674279
19,68.68315163278166
20,70.42419422127882
21,75.97944926715165
22,72.88207026436974
23,72.7549087928864
24,72.25075485577804
25,65.5766970942216
26,59.882151995773214
27,64.26529176162947
28,91.98118733283941
29,93.5322871558447
30,87.41952494867567
31,85.01775230966088
32,84.76041767037448
33,82.74452097473687
34,91.25049585326595
35,91.41409304006412
36,84.88073361916649
37,86.00956670215257
38,76.85711296851663
39,68.69732998632274
40,73.99942114768876
41,83.47089727953025
42,110.91192783280215
43,111.90887492245507
44,107.44713454292685
45,105.22439576576639
46,109.8093371045623
47,110.68120438664128
48,118.69685388264276
49,110.19776412148855
50,112.46531170267923
51,110.81912854456606
52,109.70682997676954
53,111.63971126546932
54,110.55283915696921
55,113.99613210415109
56,43.246042203651335
57,46.51137117869582
58,54.67234806871667
59,51.00628398689231
60,48.994063640415156
61,49.60043897941592
62,47.02583522245173
63,45.356207097927225
64,46.48466903017175
65,51.03673575598121
66,52.63005506164782
67,50.15146203877284
68,43.840691800252756
69,39.48313388225107
70,33.086456899589024
71,33.972088961721894
72,35.64150378640075
73,40.11856279985605
74,37.91716587329154
75,37.30700267533126
76,37.215994020211426
77,37.48616334834509
78,34.972838130180705
79,35.69023228989805
80,38.500732477679875
81,34.502629251454685
82,34.180329282021205
83,33.533830505643195
84,4.092266445744327
85,3.9111476515052956
86,4.35433503195962
87,6.252720239575249
88,5.033114497428695
89,4.098172269851255
90,4.534550825913526
91,5.183971750902783
92,4.704954600333884
93,5.879894035770047
94,5.6575756357052365
95,4.9695889486455
96,5.77678069015154
97,6.697510195140363
98,4.728930663153895
99,4.927792990729648
100,3.5665033901223433
101,4.471768200332896
102,3.9546000013232967
103,3.983613179052519
104,5.341104608873124
105,4.469165593620236
106,3.4056181411000117
107,4.903751776458707
108,4.488518293608129
109,5.567407945022499
110,5.83056375889568
111,4.309370344858326
112,4.828304019300099
113,3.460885003513951
114,4.597317405729317
115,3.5581485391780556
116,2.9434663036292035
117,5.550783236090548
118,4.613634929795605
119,4.503757802708969
120,3.893194188846776
121,3.2558394978490384
122,4.566274257103103
123,4.828292604718717
124,4.5016796840117
125,7.333098778491641
126,3.7074516841486704
127,3.4370617452137098
128,4.05406764729153
129,4.655477309870436
130,3.2502782794131577
131,4.887657682065218
132,3.939524381783065
133,3.089441397878265
134,3.7682680374649324
135,4.176346521326089
136,4.242252231392893
137,3.2604208668555072
138,3.3199154871838092
139,4.501807453806222
140,2.6249066310003006
141,1.713349297551631
142,1.9700668302612807
143,1.9024723162759383
144,1.530829551658899
145,1.3048200422314205
146,0.9522978622618528
147,1.3966509124721578
148,1.8379025615702433
149,1.5047212309907132
150,2.315312494259997
151,1.872146186158018
152,2.7357793620701027
153,2.9929646222454163
154,1.182737080255022
155,0.8743975042398175
156,0.7265881125086839
157,0.8105489239572172
158,1.161918867020739
159,1.0549262121996197
160,0.5693963766553893
161,0.45925610073813516
162,0.46518448539185236
163,0.8412961502962537
164,1.6113993302335266
165,1.768196266845527
166,2.0369952147494583
167,1.1855205025405287
168,2.9738726894623806
169,3.604880795451125
170,3.4050426218784953
171,2.521426258638498
172,2.9083134372202517
173,3.3222002602886165
174,3.325875295829334
175,3.7278631670684095
176,4.644823895362518
177,4.395376439445845
178,4.1203122749805265
179,4.060240334404508
180,4.287348978284759
181,3.7655095358907227
182,17.86276202633454
183,20.637281513641504
184,18.018312155677066
185,19.052489399118528
186,18.1256008492512
187,18.998134255344674
188,18.69843914025634
189,18.079583538441387
190,18.773654847870052
191,16.845151927847716
192,20.13893375969937
193,18.579004162502986
194,18.302044508866476
195,14.453947663272725
196,14.726955943112255
197,15.507581754816844
198,13.235829246809766
199,16.197500639092997
200,13.573550145517169
201,14.427783080323168
202,14.972860811353206
203,15.193326567111788
204,17.456553775929375
205,14.92892258556683
206,14.717576503698155
207,11.78333358131117
208,12.948151126294768
209,14.366157935594785
210,4.46064748402632
211,5.975775296330205
212,5.152616977568688
213,4.851120717351215
214,4.189759348318386
215,4.020139197536663
216,4.597712121189439
217,4.80588641522961
218,4.872412087867678
219,3.9344036711063755
220,2.687316545553299
221,2.8015493768077366
222,2.8310393553372033
223,2.8395661542322888
224,7.404047523392534
225,7.957112712307021
226,8.57777484453125
227,9.509640933474735
228,10.3125088297958
229,8.868180936328189
230,10.17432916586586
231,8.69776004531749
232,9.809125955826449
233,8.869013751075574
234,10.764369080723352
235,12.139186366745532
236,10.397328407477742
237,12.124720230020122
238,12.690917146485397
239,12.755863608801434
240,14.379496058953617
241,15.970125165181548
242,17.456476900156556
243,15.062600053400736
244,14.782342820498773
245,12.390681836540763
246,11.276346036529958
247,15.239003346850483
248,17.211812581175007
249,16.25554501752028
250,14.354191416079198
251,13.746113044845057
252,17.762164370658983
253,19.11977068370566
254,21.71881801230655
255,21.535970376832978
256,20.916155136877272
257,22.330834399548053
258,17.983181955405644
259,19.16981026117481
260,21.224720839732242
261,23.228380443973695
262,24.495863498334774
263,21.871789544797615
264,22.390552938808263
265,18.87498189900988
266,23.113895763489495
267,23.911606019367465
268,27.28806997163386
269,25.919015672192195
270,23.96762798735217
271,24.905344720779873
272,24.162859910141382
273,22.42495529063161
274,23.70785680132377
275,28.422667385163564
276,24.54850574855955
277,25.985813126363333
278,25.26358823978311
279,23.263370715424223
280,13.934274237880087
281,14.734233944948382
282,16.12683313705288
283,15.196960990169535
284,15.112573756091747
285,16.98918107946743
286,15.52222227063586
287,14.870788176839799
288,14.356698642460746
289,17.01617441368476
290,14.209507284072673
291,15.145465263120002
292,15.229602062019518
293,14.851184146143856
294,34.918974250355745
295,37.3027010059895
296,44.090258461949105
297,37.11305559222287
298,32.19948318762226
299,32.827921764509775
300,40.65070678169137
301,36.137886007245854
302,37.384425084608296
303,45.42044190039705
304,35.69091025769015
305,33.124502046430194
306,34.44483586085026
307,40.04199015825009
308,6.113966247038033
309,5.100383696738685
310,4.876729867556852
311,6.036672161691547
312,5.730999235612727
313,6.3824986578202125
314,7.601274096700838
315,6.403922133321758
316,6.583468280042898
317,5.321292785024664
318,5.059460258808608
319,5.25157396424887
320,7.165522419684377
321,6.6770379172533385
322,7.681638164257045
323,7.688911700738584
324,5.991970946351176
325,8.305375439859517
326,7.418737766401918
327,9.02242138827
328,8.467722313510553
329,8.774930384310695
330,6.829549793326536
331,5.984197689717376
332,8.306664088866201
333,7.939677791725493
334,8.808934009776
335,7.94707742044879
336,341.3587808795427
337,332.4654403187143
338,331.14487705450017
339,316.65580965753395
340,314.1298102644146
341,309.52885344314296
342,305.2102251142006
343,289.56903961399894
344,286.7644953937389
345,284.5651546816611
346,282.3609441349988
347,286.3902204804346
348,281.73949779989954
349,272.25333525092503
350,436.48831961862663
351,460.5552884075623
352,461.79666821607174
353,462.8896456332243
354,460.6832929683337
355,455.74818696114755
356,447.1906521762635
357,463.19351463426386
358,446.56521194743914
359,446.8205844735811
360,447.5075868934803
361,450.4291840141996
362,426.2557475668874
363,427.373366718698
364,304.0572458866802
365,304.4781182886311
366,304.42718468229003
367,300.05569895246344
368,289.11284602358336
369,285.2837632475642
370,288.4082318948291
371,280.00351181443307
372,277.430175166328
373,275.2952023135729
